1	4
2	20
3	16
4	20
5	18
6	17
7	16
8	19
9	5
10	10
11	4
12	12
13	15
14	9
15	3
16	8
17	19
18	1
19	17
20	11
21	9
22	15
23	5
24	11
25	19
26	18
27	6
28	13
29	3
30	3
31	1
32	15
33	15
34	1
35	18
36	6
37	4
38	20
39	13
40	20
41	17
42	3
43	16
44	6
45	14
46	9
47	7
48	12
49	10
50	10
51	17
52	4
53	5
54	11
55	8
56	1
57	2
58	14
59	3
60	11
61	14
62	8
63	8
64	9
65	13
66	6
67	12
68	11
69	12
70	12
71	7
72	2
73	10
74	16
75	15
76	17
77	16
78	5
79	2
80	2
81	7
82	10
83	2
84	2
85	13
86	7
87	13
88	2
89	13
90	1
91	1
92	7
93	12
94	7
95	13
96	7
97	1
98	1
99	13
100	1
