101.0	106.0
101.0	108.0
101.0	118.0
101.0	119.0
101.0	127.0
101.0	134.0
101.0	148.0
102.0	111.0
102.0	114.0
102.0	116.0
102.0	129.0
102.0	135.0
102.0	137.0
102.0	139.0
103.0	144.0
103.0	160.0
103.0	182.0
103.0	190.0
103.0	191.0
103.0	193.0
103.0	200.0
104.0	107.0
104.0	120.0
104.0	149.0
104.0	162.0
104.0	172.0
104.0	175.0
104.0	179.0
105.0	107.0
105.0	115.0
105.0	149.0
105.0	153.0
105.0	162.0
105.0	171.0
105.0	172.0
106.0	101.0
106.0	108.0
106.0	112.0
106.0	119.0
106.0	127.0
106.0	134.0
106.0	148.0
107.0	104.0
107.0	105.0
107.0	124.0
107.0	162.0
107.0	171.0
107.0	172.0
107.0	175.0
108.0	101.0
108.0	106.0
108.0	118.0
108.0	119.0
108.0	127.0
108.0	134.0
108.0	148.0
109.0	125.0
109.0	126.0
109.0	133.0
109.0	145.0
109.0	151.0
109.0	154.0
109.0	157.0
110.0	140.0
110.0	147.0
110.0	150.0
110.0	156.0
110.0	161.0
110.0	164.0
110.0	174.0
111.0	102.0
111.0	114.0
111.0	116.0
111.0	129.0
111.0	135.0
111.0	137.0
111.0	139.0
112.0	106.0
112.0	118.0
112.0	119.0
112.0	127.0
112.0	134.0
112.0	148.0
112.0	200.0
113.0	114.0
113.0	116.0
113.0	129.0
113.0	135.0
113.0	137.0
113.0	139.0
113.0	164.0
114.0	102.0
114.0	111.0
114.0	113.0
114.0	116.0
114.0	129.0
114.0	135.0
114.0	137.0
115.0	105.0
115.0	128.0
115.0	149.0
115.0	153.0
115.0	162.0
115.0	171.0
115.0	175.0
116.0	102.0
116.0	111.0
116.0	113.0
116.0	114.0
116.0	129.0
116.0	137.0
116.0	139.0
117.0	155.0
117.0	167.0
117.0	182.0
117.0	184.0
117.0	194.0
117.0	195.0
117.0	200.0
118.0	101.0
118.0	108.0
118.0	112.0
118.0	127.0
118.0	134.0
118.0	148.0
118.0	159.0
119.0	101.0
119.0	106.0
119.0	108.0
119.0	112.0
119.0	127.0
119.0	134.0
119.0	148.0
120.0	104.0
120.0	124.0
120.0	128.0
120.0	153.0
120.0	171.0
120.0	172.0
120.0	175.0
121.0	147.0
121.0	152.0
121.0	158.0
121.0	163.0
121.0	165.0
121.0	176.0
121.0	177.0
122.0	132.0
122.0	142.0
122.0	143.0
122.0	156.0
122.0	161.0
122.0	164.0
122.0	174.0
123.0	126.0
123.0	131.0
123.0	133.0
123.0	145.0
123.0	151.0
123.0	154.0
123.0	157.0
124.0	107.0
124.0	120.0
124.0	128.0
124.0	149.0
124.0	153.0
124.0	171.0
124.0	172.0
124.0	175.0
125.0	109.0
125.0	131.0
125.0	133.0
125.0	145.0
125.0	151.0
125.0	154.0
125.0	157.0
125.0	182.0
