degree distribution (probability density function of the degree in logarithmic bins) 
4	0.885802
5	0.455501
6	0.198644
7	0.210485
8	0.0685914
9	0.137689
10	0.0416848

degree distribution (degree-occurrences) 
4	0.34
5	0.21
6	0.11
7	0.14
8	0.05
9	0.11
10	0.04


--------------------------------------
community distribution (size-occurrences)
5	0.285714
6	0.214286
7	0.0714286
8	0.0714286
9	0.214286
10	0.142857


--------------------------------------
mixing parameter
0	0.4
0.108148	0.15
0.13648	0.14
0.166667	0.05
0.2	0.12
0.25	0.12
0.5	0.02

--------------------------------------
