1	18
1	29
1	42
1	44
2	8
2	23
2	32
2	45
3	9
3	22
3	47
3	49
4	13
4	28
4	37
4	46
5	78
5	79
5	82
5	86
6	26
6	34
6	58
6	66
7	24
7	31
7	41
7	65
8	2
8	40
8	45
8	81
9	3
9	22
9	47
9	49
10	94
10	97
10	98
10	100
11	16
11	71
11	73
11	84
12	54
12	71
12	73
12	84
13	4
13	30
13	37
13	46
14	53
14	67
14	74
14	95
15	26
15	34
15	58
15	66
16	11
16	54
16	71
16	84
17	47
17	80
17	87
17	89
18	1
18	29
18	42
18	44
19	25
19	62
19	67
19	95
20	24
20	33
20	41
20	65
21	54
21	71
21	73
21	84
22	3
22	9
22	47
22	49
23	2
23	32
23	40
23	45
24	7
24	20
24	33
24	65
25	19
25	67
25	74
25	95
26	6
26	15
26	58
26	66
27	90
27	98
27	99
27	100
28	4
28	30
28	37
28	46
29	1
29	18
29	42
29	44
30	13
30	28
30	37
30	46
31	7
31	41
31	65
32	2
32	23
32	40
32	45
33	20
33	24
33	41
33	65
34	6
34	15
34	58
34	66
34	83
35	64
35	68
35	81
35	87
35	89
36	53
36	62
36	67
36	74
36	95
37	4
37	13
37	28
37	30
37	46
38	77
38	79
38	82
38	83
38	86
39	52
39	69
39	76
39	85
39	96
40	8
40	23
40	32
40	45
40	93
41	7
41	20
41	31
41	33
41	65
42	1
42	18
42	29
42	44
42	100
43	56
43	88
43	91
43	92
43	93
44	1
44	18
44	29
44	42
44	70
45	2
45	8
45	23
45	32
45	40
46	4
46	13
46	28
46	30
46	37
47	3
47	9
47	17
47	22
47	49
48	68
48	80
48	81
48	87
48	89
49	3
49	9
49	22
49	47
49	58
50	70
50	75
50	76
50	85
50	96
51	73
51	78
51	82
51	83
51	86
52	39
52	69
52	70
52	75
52	85
52	96
53	14
53	36
53	62
53	63
53	74
53	95
54	12
54	16
54	21
54	71
54	73
54	84
55	90
55	94
55	97
55	98
55	99
55	100
56	43
56	72
56	88
56	91
56	92
56	93
57	90
57	94
57	97
57	98
57	99
57	100
58	6
58	15
58	26
58	34
58	49
58	66
59	63
59	72
59	88
59	91
59	92
59	93
60	69
60	70
60	75
60	76
60	85
60	96
61	90
61	94
61	97
61	98
61	99
61	100
62	19
62	36
62	53
62	67
62	74
62	95
63	53
63	59
63	88
63	91
63	92
63	93
64	35
64	68
64	80
64	81
64	87
64	89
65	7
65	20
65	24
65	31
65	33
65	41
66	6
66	15
66	26
66	34
66	58
66	77
67	14
67	19
67	25
67	36
67	62
67	74
67	95
68	35
68	48
68	64
68	80
68	81
68	87
68	89
69	39
69	52
69	60
69	70
69	75
69	85
69	96
70	44
70	50
70	52
70	60
70	69
70	76
70	96
71	11
71	12
71	16
71	21
71	54
71	73
71	84
72	56
72	59
72	87
72	88
72	91
72	92
72	93
73	11
73	12
73	21
73	51
73	54
73	71
73	84
74	14
74	25
74	36
74	53
74	62
74	67
74	95
75	50
75	52
75	60
75	69
75	76
75	85
75	96
76	39
76	50
76	60
76	70
76	75
76	85
76	96
77	38
77	66
77	78
77	79
77	82
77	83
77	86
78	5
78	51
78	77
78	79
78	82
78	83
78	86
79	5
79	38
79	77
79	78
79	82
79	83
79	86
80	17
80	48
80	64
80	68
80	81
80	87
80	88
80	89
81	8
81	35
81	48
81	64
81	68
81	80
81	87
81	89
82	5
82	38
82	51
82	77
82	78
82	79
82	83
82	86
83	34
83	38
83	51
83	77
83	78
83	79
83	82
83	86
84	11
84	12
84	16
84	21
84	54
84	71
84	73
84	92
85	39
85	50
85	52
85	60
85	69
85	75
85	76
85	96
86	5
86	38
86	51
86	77
86	78
86	79
86	82
86	83
86	89
87	17
87	35
87	48
87	64
87	68
87	72
87	80
87	81
87	89
88	43
88	56
88	59
88	63
88	72
88	80
88	91
88	92
88	93
89	17
89	35
89	48
89	64
89	68
89	80
89	81
89	86
89	87
90	27
90	55
90	57
90	61
90	94
90	97
90	98
90	99
90	100
91	43
91	56
91	59
91	63
91	72
91	88
91	92
91	93
91	97
92	43
92	56
92	59
92	63
92	72
92	84
92	88
92	91
92	93
93	40
93	43
93	56
93	59
93	63
93	72
93	88
93	91
93	92
94	10
94	55
94	57
94	61
94	90
94	97
94	98
94	99
94	100
95	14
95	19
95	25
95	36
95	53
95	62
95	67
95	74
95	99
96	39
96	50
96	52
96	60
96	69
96	70
96	75
96	76
96	85
97	10
97	55
97	57
97	61
97	90
97	91
97	94
97	98
97	99
97	100
98	10
98	27
98	55
98	57
98	61
98	90
98	94
98	97
98	99
98	100
99	27
99	55
99	57
99	61
99	90
99	94
99	95
99	97
99	98
99	100
100	10
100	27
100	42
100	55
100	57
100	61
100	90
100	94
100	97
100	98
100	99
