degree distribution (probability density function of the degree in logarithmic bins) 
4	0.885802
5	0.390429
6	0.270878
7	0.195451
8	0.0685914
9	0.137689
10	0.0416848

degree distribution (degree-occurrences) 
4	0.34
5	0.18
6	0.15
7	0.13
8	0.05
9	0.11
10	0.04


--------------------------------------
community distribution (size-occurrences)
4	0.0666667
5	0.266667
6	0.2
7	0.133333
8	0.133333
9	0.133333
10	0.0666667


--------------------------------------
mixing parameter
0	0.01
0.166667	0.01
0.2	0.09
0.222222	0.04
0.25	0.31
0.285714	0.12
0.3	0.04
0.333333	0.2
0.375	0.03
0.4	0.07
0.428571	0.01
0.5	0.05
0.6	0.02

--------------------------------------
